player_id,player,fant_pts,position,height,weight,rookie,team,opp,home,opp_def_align,after_bye,oline_rush,oline_pass,opp_dline_rush,opp_dline_pass,gametime,gameday,roof,surface,temp,rel_hum,wind,wind_chill,off_pass_rank,off_rush_rank,opp_def_pass_rank,opp_def_rush_rank,rush_att,rush_yards,rush_tds,completions,attempts,accuracy,interceptions,fumbles,pass_yards,pass_tds,sacked,qbr
WarnKu00,Kurt Warner,25.0,QB,74,220,False,crd,sea,True,4-3,False,30,8,18,18,16:15,Sunday,retractable roof (closed),grass,,,,,2,32,30,17,0,0,0,19,30,63.33333333333333,1,1,263,4,1,117.1
RyanMa00,Matt Ryan,8.3,QB,76,217,True,atl,ram,True,4-3,False,9,5,32,16,13:02,Sunday,dome,fieldturf,,,,,14,2,27,32,4,-1,0,10,21,47.61904761904761,2,0,160,1,1,49.8
FlacJo00,Joe Flacco,11.9,QB,78,232,True,rav,jax,True,4-3,False,16,20,9,14,16:16,Sunday,outdoors,sportturf,62,60,,0,28,4,29,9,0,0,0,17,23,73.91304347826086,0,0,297,0,2,115.8
EdwaTr01,Trent Edwards,6.6,QB,76,231,False,buf,nwe,True,3-4,False,14,25,16,17,13:02,Sunday,outdoors,astroplay,39,74,,26,22,14,24,11,4,20,0,14,25,56.00000000000001,0,1,128,0,2,70.1
DelhJa00,Jake Delhomme,14.0,QB,74,215,False,car,nor,False,4-3,False,7,9,22,25,13:03,Sunday,dome,fieldturf,,,,,19,3,23,22,0,0,0,14,20,70.0,0,0,250,1,1,129.2
OrtoKy00,Kyle Orton,24.0,QB,76,226,False,chi,htx,False,4-3,False,24,11,30,23,13:03,Sunday,retractable roof (open),grass,,,,,21,24,25,30,2,2,1,22,37,59.45945945945946,0,0,244,2,2,97.1
FitzRy00,Ryan Fitzpatrick,8.1,QB,74,221,False,cin,kan,True,4-3,False,32,27,26,32,13:02,Sunday,outdoors,fieldturf,43,56,17,,30,29,28,26,7,29,0,18,30,60.0,0,0,129,0,1,70.0
GradBr00,Bruce Gradkowski,-1.1,QB,73,220,False,cle,pit,False,3-4,False,22,7,7,3,13:02,Sunday,outdoors,dessograss,48,50,22,,31,26,1,2,1,2,0,5,16,31.25,2,0,18,0,3,1.0
RomoTo00,Tony Romo,6.4,QB,74,219,False,dal,phi,False,4-3,False,18,13,5,4,16:15,Sunday,outdoors,grass,62,68,,0,9,21,3,3,2,11,0,21,39,53.84615384615385,1,2,183,0,3,55.8
CutlJa00,Jay Cutler,20.0,QB,75,225,False,den,sdg,False,3-4,False,1,4,25,20,20:23,Sunday,outdoors,grass,58,46,,0,3,12,20,20,2,4,0,33,49,67.3469387755102,2,0,316,1,0,74.9
OrloDa00,Dan Orlovsky,15.0,QB,77,230,False,det,gnb,False,4-3,False,31,32,28,21,13:02,Sunday,outdoors,grass,22,71,,10,24,30,7,27,0,0,0,22,42,52.38095238095239,2,0,225,2,1,64.1
RodgAa00,Aaron Rodgers,26.7,QB,74,223,False,gnb,det,True,4-3,False,19,14,29,11,13:02,Sunday,outdoors,grass,22,71,,10,8,17,32,31,1,-1,0,21,31,67.74193548387096,0,1,308,3,4,132.2
SchaMa00,Matt Schaub,23.8,QB,77,235,False,htx,chi,True,4-3,False,10,16,2,27,13:03,Sunday,retractable roof (open),grass,,,,,4,13,9,5,4,-3,0,27,36,75.0,0,0,328,2,0,121.1
MannPe00,Peyton Manning,7.8,QB,77,230,False,clt,oti,True,4-3,False,23,1,6,9,13:02,Sunday,retractable roof (closed),fieldturf,,,,,5,31,4,6,0,0,0,7,7,100.0,0,0,95,1,1,158.3
GarrDa00,David Garrard,11.1,QB,73,244,False,jax,rav,False,3-4,False,12,24,1,15,16:16,Sunday,outdoors,sportturf,62,60,,0,15,18,2,1,4,40,0,14,25,56.00000000000001,2,0,127,1,1,49.9
ThigTy00,Tyler Thigpen,11.5,QB,75,235,False,kan,cin,False,4-3,False,28,21,12,31,13:02,Sunday,outdoors,fieldturf,43,56,17,,20,16,19,8,2,4,0,19,36,52.77777777777778,0,1,191,1,1,77.4
RivePh00,Philip Rivers,17.4,QB,77,228,False,sdg,den,True,4-3,False,15,17,23,19,20:23,Sunday,outdoors,grass,58,46,,0,7,20,31,29,4,11,0,15,20,75.0,0,0,207,2,2,141.0
BulgMa00,Marc Bulger,13.2,QB,75,215,False,ram,atl,False,4-3,False,29,23,19,10,13:02,Sunday,dome,fieldturf,,,,,26,25,17,25,0,0,0,19,32,59.375,0,0,230,1,3,91.9
PennCh01,Chad Pennington,15.7,QB,75,225,False,mia,nyj,False,3-4,False,11,12,10,12,16:17,Sunday,outdoors,fieldturf,65,85,,0,10,11,18,7,1,2,0,22,30,73.33333333333333,0,1,200,2,1,113.2
JackTa00,Tarvaris Jackson,12.2,QB,74,226,False,min,nyg,True,4-3,False,17,28,3,8,13:05,Sunday,dome,fieldturf,,,,,25,5,10,12,1,-4,0,16,26,61.53846153846154,1,0,239,1,2,88.5
CassMa00,Matt Cassel,5.0,QB,77,230,False,nwe,buf,False,4-3,False,3,26,8,28,13:02,Sunday,outdoors,astroplay,39,74,,26,12,6,22,21,3,19,0,6,8,75.0,0,0,78,0,1,105.2
BreeDr00,Drew Brees,33.4,QB,72,209,False,nor,car,True,4-3,False,5,2,24,5,13:03,Sunday,dome,fieldturf,,,,,1,28,8,24,0,0,0,30,49,61.224489795918366,1,0,386,4,2,104.6
MannEl00,Eli Manning,4.8,QB,76,218,False,nyg,min,False,4-3,False,4,10,4,2,13:05,Sunday,dome,fieldturf,,,,,18,1,5,4,0,0,0,11,19,57.89473684210527,0,0,119,0,1,76.4
FavrBr00,Brett Favre,12.5,QB,74,225,False,nyj,mia,True,3-4,False,2,19,13,13,16:17,Sunday,outdoors,fieldturf,65,85,,0,16,9,15,19,0,0,0,20,40,50.0,3,0,233,1,0,45.1
RussJa00,JaMarcus Russell,13.1,QB,78,265,False,rai,tam,False,4-3,False,25,30,15,7,13:02,Sunday,outdoors,grass,77,61,5,,32,10,6,15,1,2,0,14,21,66.66666666666666,1,0,148,2,1,98.9
McNaDo00,Donovan McNabb,21.4,QB,74,240,False,phi,dal,True,3-4,False,13,6,14,1,16:15,Sunday,outdoors,grass,62,68,,0,6,22,11,14,3,4,1,12,21,57.14285714285714,0,0,175,2,1,116.2
RoetBe00,Ben Roethlisberger,3.4,QB,77,240,False,pit,cle,True,3-4,False,26,29,31,30,13:02,Sunday,outdoors,dessograss,48,50,22,,17,23,16,23,0,0,0,9,14,64.28571428571429,1,0,110,0,0,58.6
HillSh00,Shaun Hill,19.1,QB,77,210,False,sfo,was,True,4-3,False,8,31,20,29,16:15,Sunday,outdoors,grass,50,83,,0,13,27,14,10,4,8,1,21,30,70.0,1,1,245,1,1,91.7
WallSe00,Seneca Wallace,16.9,QB,71,196,False,sea,crd,False,4-3,False,27,22,17,24,16:15,Sunday,retractable roof (closed),grass,,,,,29,19,26,13,3,14,0,24,43,55.81395348837209,2,1,250,2,1,68.9
GarcJe00,Jeff Garcia,14.3,QB,73,195,False,tam,rai,True,4-3,False,21,18,27,6,13:02,Sunday,outdoors,grass,77,61,5,,11,15,13,28,3,10,0,17,33,51.515151515151516,1,0,257,1,1,74.9
CollKe00,Kerry Collins,0,QB,77,248,False,oti,clt,False,4-3,False,20,3,21,22,13:02,Sunday,retractable roof (closed),fieldturf,,,,,27,7,12,18,0,0,0,1,2,50.0,0,0,0,0,0,56.2
YounVi00,Vince Young,4.2,QB,77,230,False,oti,clt,False,4-3,False,20,3,21,22,13:02,Sunday,retractable roof (closed),fieldturf,,,,,27,7,12,18,5,25,0,9,13,69.23076923076923,0,1,55,0,2,77.4
CampJa00,Jason Campbell,20.1,QB,77,223,False,was,sfo,False,3-4,False,6,15,11,26,16:15,Sunday,outdoors,grass,50,83,,0,23,8,21,16,4,39,1,18,30,60.0,0,0,156,1,1,84.9
