game_id,team,opp,player_id,quarter,time,down,togo,location,score,detail,yards,touchdown
200812280crd,crd,sea,WarnKu00,2,7:10,1,10,82,0-7,Kurt Warner pass complete deep right to Larry Fitzgerald for 50 yards (tackle by Marcus Trufant),50,False
200812280crd,crd,sea,FitzLa00,2,7:10,1,10,82,0-7,Kurt Warner pass complete deep right to Larry Fitzgerald for 50 yards (tackle by Marcus Trufant),50,False
200812280crd,crd,sea,TrufMa20,2,7:10,1,10,82,0-7,Kurt Warner pass complete deep right to Larry Fitzgerald for 50 yards (tackle by Marcus Trufant),50,False
200812280crd,crd,sea,WarnKu00,3,8:49,3,14,38,20-14,"Kurt Warner pass complete deep right to Larry Fitzgerald for 38 yards, touchdown",38,True
200812280crd,crd,sea,FitzLa00,3,8:49,3,14,38,20-14,"Kurt Warner pass complete deep right to Larry Fitzgerald for 38 yards, touchdown",38,True
200812280crd,crd,sea,JameEd00,4,11:28,2,10,99,28-21,Edgerrin James right end for 35 yards (tackle by Darryl Tapp and Deon Grant),35,False
200812280crd,crd,sea,TappDa20,4,11:28,2,10,99,28-21,Edgerrin James right end for 35 yards (tackle by Darryl Tapp and Deon Grant),35,False
200812280crd,crd,sea,GranDe21,4,11:28,2,10,99,28-21,Edgerrin James right end for 35 yards (tackle by Darryl Tapp and Deon Grant),35,False
200812280crd,crd,sea,LeinMa00,4,6:43,2,5,84,31-21,Matt Leinart pass complete deep left to Steve Breaston for 35 yards (tackle by Josh Wilson),35,False
200812280crd,crd,sea,BreaSt00,4,6:43,2,5,84,31-21,Matt Leinart pass complete deep left to Steve Breaston for 35 yards (tackle by Josh Wilson),35,False
200812280crd,crd,sea,WilsJo99,4,6:43,2,5,84,31-21,Matt Leinart pass complete deep left to Steve Breaston for 35 yards (tackle by Josh Wilson),35,False
200812280crd,crd,sea,rackenei01,4,3:31,4,4,14,34-21,Neil Rackers 32 yard field goal good,32,False
200812280crd,crd,sea,LeinMa00,4,12:04,1,10,70,28-21,Matt Leinart pass complete short left to Steve Breaston for 29 yards (tackle by Will Herring),29,False
200812280crd,crd,sea,BreaSt00,4,12:04,1,10,70,28-21,Matt Leinart pass complete short left to Steve Breaston for 29 yards (tackle by Will Herring),29,False
200812280crd,crd,sea,HerrWi99,4,12:04,1,10,70,28-21,Matt Leinart pass complete short left to Steve Breaston for 29 yards (tackle by Will Herring),29,False
200812280crd,crd,sea,marexoli01,3,,,,30,14-14,"Olindo Mare kicks off 73 yards, returned by J.J. Arrington for 26 yards (tackle by Owen Schmitt)",26,False
200812280crd,crd,sea,ArriJ.00,3,,,,30,14-14,"Olindo Mare kicks off 73 yards, returned by J.J. Arrington for 26 yards (tackle by Owen Schmitt)",26,False
200812280crd,crd,sea,SchmOw00,3,,,,30,14-14,"Olindo Mare kicks off 73 yards, returned by J.J. Arrington for 26 yards (tackle by Owen Schmitt)",26,False
200812280crd,crd,sea,marexoli01,1,,,,25,0-7,"Olindo Mare kicks off 70 yards, returned by J.J. Arrington for 24 yards (tackle by David Hawthorne)",24,False
200812280crd,crd,sea,ArriJ.00,1,,,,25,0-7,"Olindo Mare kicks off 70 yards, returned by J.J. Arrington for 24 yards (tackle by David Hawthorne)",24,False
200812280crd,crd,sea,HawtDa20,1,,,,25,0-7,"Olindo Mare kicks off 70 yards, returned by J.J. Arrington for 24 yards (tackle by David Hawthorne)",24,False
200812280crd,crd,sea,rackenei01,4,8:31,4,5,5,31-21,Neil Rackers 23 yard field goal good,23,False
200812280crd,crd,sea,WarnKu00,2,1:07,3,2,78,14-14,Kurt Warner pass complete deep left to Larry Fitzgerald for 22 yards (tackle by Marcus Trufant),22,False
200812280crd,crd,sea,FitzLa00,2,1:07,3,2,78,14-14,Kurt Warner pass complete deep left to Larry Fitzgerald for 22 yards (tackle by Marcus Trufant),22,False
200812280crd,crd,sea,TrufMa20,2,1:07,3,2,78,14-14,Kurt Warner pass complete deep left to Larry Fitzgerald for 22 yards (tackle by Marcus Trufant),22,False
200812280crd,crd,sea,WarnKu00,3,5:19,2,9,83,21-14,Kurt Warner pass complete deep left to Ben Patrick for 17 yards (tackle by Marcus Trufant),17,False
200812280crd,crd,sea,PatrBe00,3,5:19,2,9,83,21-14,Kurt Warner pass complete deep left to Ben Patrick for 17 yards (tackle by Marcus Trufant),17,False
200812280crd,crd,sea,TrufMa20,3,5:19,2,9,83,21-14,Kurt Warner pass complete deep left to Ben Patrick for 17 yards (tackle by Marcus Trufant),17,False
200812280crd,crd,sea,WarnKu00,2,5:52,3,8,16,6-7,"Kurt Warner pass complete deep left to Jerheme Urban for 16 yards, touchdown",16,True
200812280crd,crd,sea,UrbaJe00,2,5:52,3,8,16,6-7,"Kurt Warner pass complete deep left to Jerheme Urban for 16 yards, touchdown",16,True
200812280crd,crd,sea,WarnKu00,3,2:48,1,10,29,21-14,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Marcus Trufant),15,False
200812280crd,crd,sea,FitzLa00,3,2:48,1,10,29,21-14,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Marcus Trufant),15,False
200812280crd,crd,sea,TrufMa20,3,2:48,1,10,29,21-14,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Marcus Trufant),15,False
200812280crd,crd,sea,WarnKu00,3,3:18,3,3,43,21-14,Kurt Warner pass complete short right to Jerheme Urban for 14 yards (tackle by Lofa Tatupu),14,False
200812280crd,crd,sea,UrbaJe00,3,3:18,3,3,43,21-14,Kurt Warner pass complete short right to Jerheme Urban for 14 yards (tackle by Lofa Tatupu),14,False
