game_id,team,opp,player_id,quarter,time,down,togo,location,score,detail,yards,touchdown
200811100crd,crd,sfo,WarnKu00,2,13:26,1,10,90,3-14,Kurt Warner pass complete deep middle to Steve Breaston for 46 yards (tackle by Patrick Willis),46,False
200811100crd,crd,sfo,BreaSt00,2,13:26,1,10,90,3-14,Kurt Warner pass complete deep middle to Steve Breaston for 46 yards (tackle by Patrick Willis),46,False
200811100crd,crd,sfo,WillPa98,2,13:26,1,10,90,3-14,Kurt Warner pass complete deep middle to Steve Breaston for 46 yards (tackle by Patrick Willis),46,False
200811100crd,crd,sfo,nednejoe01,3,,,,30,13-21,"Joe Nedney kicks off 69 yards, returned by Steve Breaston for 38 yards (tackle by Joe Nedney)",38,False
200811100crd,crd,sfo,BreaSt00,3,,,,30,13-21,"Joe Nedney kicks off 69 yards, returned by Steve Breaston for 38 yards (tackle by Joe Nedney)",38,False
200811100crd,crd,sfo,nednejoe01,3,,,,30,13-21,"Joe Nedney kicks off 69 yards, returned by Steve Breaston for 38 yards (tackle by Joe Nedney)",38,False
200811100crd,crd,sfo,rackenei01,2,4:45,4,4,15,13-14,Neil Rackers 33 yard field goal good,33,False
200811100crd,crd,sfo,rackenei01,1,9:50,4,2,10,3-7,Neil Rackers 28 yard field goal good,28,False
200811100crd,crd,sfo,nednejoe01,2,,,,30,3-14,"Joe Nedney kicks off 74 yards, returned by Steve Breaston for 26 yards (tackle by Donald Strickland)",26,False
200811100crd,crd,sfo,BreaSt00,2,,,,30,3-14,"Joe Nedney kicks off 74 yards, returned by Steve Breaston for 26 yards (tackle by Donald Strickland)",26,False
200811100crd,crd,sfo,StriDo20,2,,,,30,3-14,"Joe Nedney kicks off 74 yards, returned by Steve Breaston for 26 yards (tackle by Donald Strickland)",26,False
200811100crd,crd,sfo,rackenei01,4,14:37,4,5,5,23-24,Neil Rackers 23 yard field goal good,23,False
200811100crd,crd,sfo,WarnKu00,1,14:42,1,10,75,0-7,Kurt Warner pass complete deep left to Steve Breaston for 22 yards (tackle by Michael Lewis),22,False
200811100crd,crd,sfo,BreaSt00,1,14:42,1,10,75,0-7,Kurt Warner pass complete deep left to Steve Breaston for 22 yards (tackle by Michael Lewis),22,False
