game_id,team,opp,player_id,quarter,time,down,togo,location,score,detail,yards,touchdown
200811020ram,crd,ram,WarnKu00,2,0:55,2,10,94,23-7,"Kurt Warner pass complete deep right to Jerheme Urban for 56 yards, touchdown",56,True
200811020ram,crd,ram,UrbaJe00,2,0:55,2,10,94,23-7,"Kurt Warner pass complete deep right to Jerheme Urban for 56 yards, touchdown",56,True
200811020ram,crd,ram,rackenei01,2,8:13,4,5,18,10-7,Neil Rackers 36 yard field goal good,36,False
200811020ram,crd,ram,WarnKu00,2,0:03,1,10,94,24-7,Kurt Warner pass complete short left to J.J. Arrington for 35 yards (tackle by Keenan Burton),35,False
200811020ram,crd,ram,ArriJ.00,2,0:03,1,10,94,24-7,Kurt Warner pass complete short left to J.J. Arrington for 35 yards (tackle by Keenan Burton),35,False
200811020ram,crd,ram,BurtKe00,2,0:03,1,10,94,24-7,Kurt Warner pass complete short left to J.J. Arrington for 35 yards (tackle by Keenan Burton),35,False
200811020ram,crd,ram,WarnKu00,2,2:32,1,10,86,10-7,Kurt Warner pass complete deep right to Steve Breaston for 34 yards (tackle by Corey Chavous),34,False
200811020ram,crd,ram,BreaSt00,2,2:32,1,10,86,10-7,Kurt Warner pass complete deep right to Steve Breaston for 34 yards (tackle by Corey Chavous),34,False
200811020ram,crd,ram,ChavCo00,2,2:32,1,10,86,10-7,Kurt Warner pass complete deep right to Steve Breaston for 34 yards (tackle by Corey Chavous),34,False
200811020ram,crd,ram,WarnKu00,3,6:46,2,14,83,24-7,Kurt Warner pass complete short left to Larry Fitzgerald for 33 yards (tackle by Jason Craft),33,False
200811020ram,crd,ram,FitzLa00,3,6:46,2,14,83,24-7,Kurt Warner pass complete short left to Larry Fitzgerald for 33 yards (tackle by Jason Craft),33,False
200811020ram,crd,ram,CrafJa20,3,6:46,2,14,83,24-7,Kurt Warner pass complete short left to Larry Fitzgerald for 33 yards (tackle by Jason Craft),33,False
200811020ram,crd,ram,HighTi00,2,2:00,1,10,30,16-7,"Tim Hightower left tackle for 30 yards, touchdown",30,True
200811020ram,crd,ram,ArriJ.00,4,6:16,1,10,43,31-13,J.J. Arrington left tackle for 30 yards (tackle by O.J. Atogwe),30,False
200811020ram,crd,ram,AtogO.20,4,6:16,1,10,43,31-13,J.J. Arrington left tackle for 30 yards (tackle by O.J. Atogwe),30,False
200811020ram,crd,ram,rackenei01,4,3:34,4,9,12,34-13,Neil Rackers 30 yard field goal good,30,False
200811020ram,crd,ram,ArriJ.00,4,7:07,2,16,84,31-13,J.J. Arrington right tackle for 23 yards (tackle by O.J. Atogwe),23,False
200811020ram,crd,ram,AtogO.20,4,7:07,2,16,84,31-13,J.J. Arrington right tackle for 23 yards (tackle by O.J. Atogwe),23,False
200811020ram,crd,ram,brownjos01,4,,,,30,31-13,"Josh Brown kicks off 72 yards, returned by J.J. Arrington for 20 yards (tackle by Keenan Burton)",20,False
200811020ram,crd,ram,ArriJ.00,4,,,,30,31-13,"Josh Brown kicks off 72 yards, returned by J.J. Arrington for 20 yards (tackle by Keenan Burton)",20,False
200811020ram,crd,ram,BurtKe00,4,,,,30,31-13,"Josh Brown kicks off 72 yards, returned by J.J. Arrington for 20 yards (tackle by Keenan Burton)",20,False
200811020ram,crd,ram,WarnKu00,3,8:17,1,10,68,24-7,"Kurt Warner pass complete short left to Anquan Boldin for 19 yards (tackle by O.J. Atogwe). Kurt Warner fumbles, recovered by Kurt Warner at ARI-ARZ",19,False
200811020ram,crd,ram,BoldAn00,3,8:17,1,10,68,24-7,"Kurt Warner pass complete short left to Anquan Boldin for 19 yards (tackle by O.J. Atogwe). Kurt Warner fumbles, recovered by Kurt Warner at ARI-ARZ",19,False
200811020ram,crd,ram,AtogO.20,3,8:17,1,10,68,24-7,"Kurt Warner pass complete short left to Anquan Boldin for 19 yards (tackle by O.J. Atogwe). Kurt Warner fumbles, recovered by Kurt Warner at ARI-ARZ",19,False
200811020ram,crd,ram,WarnKu00,3,8:17,1,10,68,24-7,"Kurt Warner pass complete short left to Anquan Boldin for 19 yards (tackle by O.J. Atogwe). Kurt Warner fumbles, recovered by Kurt Warner at ARI-ARZ",19,False
200811020ram,crd,ram,WarnKu00,3,8:17,1,10,68,24-7,"Kurt Warner pass complete short left to Anquan Boldin for 19 yards (tackle by O.J. Atogwe). Kurt Warner fumbles, recovered by Kurt Warner at ARI-ARZ",19,False
200811020ram,crd,ram,WarnKu00,2,4:43,1,10,58,10-7,Kurt Warner pass complete short right to Terrelle Smith for 18 yards (tackle by Pisa Tinoisamoa),18,False
200811020ram,crd,ram,SmitTe00,2,4:43,1,10,58,10-7,Kurt Warner pass complete short right to Terrelle Smith for 18 yards (tackle by Pisa Tinoisamoa),18,False
200811020ram,crd,ram,TinoPi20,2,4:43,1,10,58,10-7,Kurt Warner pass complete short right to Terrelle Smith for 18 yards (tackle by Pisa Tinoisamoa),18,False
200811020ram,crd,ram,HighTi00,3,5:23,2,7,31,24-7,Tim Hightower right end for 18 yards (tackle by Pisa Tinoisamoa),18,False
200811020ram,crd,ram,TinoPi20,3,5:23,2,7,31,24-7,Tim Hightower right end for 18 yards (tackle by Pisa Tinoisamoa),18,False
200811020ram,crd,ram,HighTi00,1,10:19,1,10,19,0-0,Tim Hightower left tackle for 17 yards (tackle by O.J. Atogwe),17,False
200811020ram,crd,ram,AtogO.20,1,10:19,1,10,19,0-0,Tim Hightower left tackle for 17 yards (tackle by O.J. Atogwe),17,False
200811020ram,crd,ram,brownjos01,1,,,,30,0-7,"Josh Brown kicks off 70 yards, returned by Steve Breaston for 17 yards (tackle by Eric Moore)",17,False
200811020ram,crd,ram,BreaSt00,1,,,,30,0-7,"Josh Brown kicks off 70 yards, returned by Steve Breaston for 17 yards (tackle by Eric Moore)",17,False
200811020ram,crd,ram,MoorEr21,1,,,,30,0-7,"Josh Brown kicks off 70 yards, returned by Steve Breaston for 17 yards (tackle by Eric Moore)",17,False
