team,opp,opp_pts,opp_pass_yards,opp_rush_yards,def_align,after_bye,dline_pass,dline_rush,opp_oline_pass,opp_oline_rush,gametime,gameday,roof,surface,temp,rel_hum,wind,wind_chill,def_pass_rank,def_rush_rank,opp_pass_rank,opp_rush_rank,sacks,forced_fumbles,interceptions,tds,tackles,time_onfield
crd,car,27,238,113,4-3,True,24,17,9,7,13:04,Sunday,outdoors,grass,70,80,,0,26,13,19,3,3.0,4,1,0,87,27.383333333333333
atl,phi,27,240,192,4-3,True,10,19,6,13,13:02,Sunday,outdoors,grass,63,50,,0,17,25,6,22,4.0,1,2,0,89,32.35
rav,rai,10,187,47,3-4,False,15,1,30,25,13:02,Sunday,outdoors,sportturf,65,40,,0,2,1,32,10,4.0,1,1,0,88,23.666666666666668
buf,mia,25,306,52,4-3,False,28,8,12,11,13:05,Sunday,outdoors,grass,78,83,,0,22,21,10,11,3.0,5,1,0,91,31.2
car,crd,23,375,50,4-3,False,5,24,8,30,13:04,Sunday,outdoors,grass,70,80,,0,8,24,2,32,3.0,4,1,0,87,32.61666666666667
cin,htx,35,275,109,4-3,False,31,12,16,10,15:47,Sunday,retractable roof (open),grass,,,,,19,8,4,13,3.0,1,2,0,88,35.18333333333333
cle,jax,17,267,113,3-4,False,30,31,24,12,16:05,Sunday,outdoors,grass,72,39,,0,16,23,15,18,4.0,2,0,0,89,35.083333333333336
dal,tam,9,213,49,3-4,False,1,14,18,21,13:02,Sunday,outdoors,fieldturf,74,59,,0,11,14,11,15,5.0,1,0,0,78,31.616666666666667
det,was,25,304,135,4-3,False,11,29,15,6,13:03,Sunday,dome,fieldturf,,,,,32,31,23,8,4.0,4,0,0,84,35.75
htx,cin,6,148,105,4-3,False,23,30,27,32,15:47,Sunday,retractable roof (open),grass,,,,,25,30,30,29,3.0,1,2,0,88,24.816666666666666
clt,oti,31,193,88,4-3,False,22,21,3,20,20:39,Monday,outdoors,grass,45,46,10,,12,18,27,7,0.0,1,2,0,94,34.233333333333334
jax,cle,23,236,91,4-3,True,14,9,7,22,16:05,Sunday,outdoors,grass,72,39,,0,29,9,31,26,4.0,2,0,0,89,24.916666666666668
kan,nyj,28,285,135,4-3,False,32,26,19,2,13:05,Sunday,outdoors,fieldturf,59,49,,0,28,26,16,9,5.0,1,3,1,96,33.266666666666666
sdg,nor,37,339,70,3-4,False,20,25,2,5,13:06,Sunday,outdoors,grass,54,94,,0,20,20,1,28,0.0,2,1,0,89,30.833333333333332
ram,nwe,23,250,98,4-3,False,16,32,26,3,13:02,Sunday,outdoors,fieldturf,61,54,,0,27,32,12,6,7.0,0,3,0,95,30.583333333333332
mia,buf,16,220,119,3-4,False,13,13,25,14,13:05,Sunday,outdoors,grass,78,83,,0,15,19,22,14,3.0,5,1,0,91,28.8
nwe,ram,16,268,90,3-4,False,17,16,23,29,13:02,Sunday,outdoors,fieldturf,61,54,,0,24,11,26,25,7.0,0,3,0,95,29.416666666666668
nor,sdg,32,341,110,4-3,False,25,22,17,15,13:06,Sunday,outdoors,grass,54,94,,0,23,22,7,20,0.0,2,1,0,89,29.166666666666668
nyg,pit,14,154,95,4-3,False,8,3,29,26,16:15,Sunday,outdoors,dessograss,62,50,10,,10,12,17,23,5.0,2,4,0,79,25.6
nyj,kan,24,250,80,3-4,False,12,10,21,28,13:05,Sunday,outdoors,fieldturf,59,49,,0,18,7,20,16,5.0,1,3,1,96,26.733333333333334
rai,rav,29,183,192,4-3,False,6,27,20,16,13:02,Sunday,outdoors,sportturf,65,40,,0,13,28,28,4,4.0,1,1,0,88,36.333333333333336
phi,atl,14,258,77,4-3,True,4,5,5,9,13:02,Sunday,outdoors,grass,63,50,,0,3,3,14,2,4.0,1,2,0,89,27.65
pit,nyg,21,199,83,3-4,False,3,7,10,4,16:15,Sunday,outdoors,dessograss,62,50,10,,1,2,18,1,5.0,2,4,0,79,34.4
sfo,sea,34,222,39,3-4,False,26,11,22,27,16:15,Sunday,outdoors,grass,64,70,,0,21,16,29,19,6.0,4,1,1,80,25.966666666666665
sea,sfo,13,264,124,4-3,False,18,18,31,8,16:15,Sunday,outdoors,grass,64,70,,0,30,17,13,27,6.0,4,1,1,80,34.03333333333333
tam,dal,13,102,70,4-3,False,7,15,13,18,13:02,Sunday,outdoors,fieldturf,74,59,,0,6,15,9,21,5.0,1,0,0,78,28.383333333333333
oti,clt,21,223,94,4-3,False,9,6,1,23,20:39,Monday,outdoors,grass,45,46,10,,4,6,5,31,0.0,1,2,0,94,25.766666666666666
was,det,17,217,57,4-3,False,29,20,32,31,13:03,Sunday,dome,fieldturf,,,,,14,10,24,30,4.0,4,0,0,84,24.25
