game_id,team,opp,player_id,quarter,time,down,togo,location,score,detail,yards,touchdown
200810260car,crd,car,BoldAn00,1,9:31,1,10,37,0-0,"Anquan Boldin left end for 30 yards (tackle by Na'il Diggs). Penalty on Levi Brown: Unnecessary Roughness, 15 yards",30,False
200810260car,crd,car,DiggNa20,1,9:31,1,10,37,0-0,"Anquan Boldin left end for 30 yards (tackle by Na'il Diggs). Penalty on Levi Brown: Unnecessary Roughness, 15 yards",30,False
200810260car,crd,car,BrowLe20,1,9:31,1,10,37,0-0,"Anquan Boldin left end for 30 yards (tackle by Na'il Diggs). Penalty on Levi Brown: Unnecessary Roughness, 15 yards",30,False
200810260car,crd,car,WarnKu00,3,4:09,1,10,98,17-17,Kurt Warner pass complete deep left to Larry Fitzgerald for 30 yards (tackle by Charles Godfrey),30,False
200810260car,crd,car,FitzLa00,3,4:09,1,10,98,17-17,Kurt Warner pass complete deep left to Larry Fitzgerald for 30 yards (tackle by Charles Godfrey),30,False
200810260car,crd,car,GodfCh99,3,4:09,1,10,98,17-17,Kurt Warner pass complete deep left to Larry Fitzgerald for 30 yards (tackle by Charles Godfrey),30,False
200810260car,crd,car,WarnKu00,3,12:08,2,7,44,10-3,Kurt Warner pass complete deep right to Larry Fitzgerald for 27 yards (tackle by Charles Godfrey),27,False
200810260car,crd,car,FitzLa00,3,12:08,2,7,44,10-3,Kurt Warner pass complete deep right to Larry Fitzgerald for 27 yards (tackle by Charles Godfrey),27,False
200810260car,crd,car,GodfCh99,3,12:08,2,7,44,10-3,Kurt Warner pass complete deep right to Larry Fitzgerald for 27 yards (tackle by Charles Godfrey),27,False
200810260car,crd,car,LloyRh44,2,,,,30,10-3,"Rhys Lloyd kicks off 73 yards, returned by J.J. Arrington for 25 yards (tackle by Gary Barnidge)",25,False
200810260car,crd,car,ArriJ.00,2,,,,30,10-3,"Rhys Lloyd kicks off 73 yards, returned by J.J. Arrington for 25 yards (tackle by Gary Barnidge)",25,False
200810260car,crd,car,BarnGa01,2,,,,30,10-3,"Rhys Lloyd kicks off 73 yards, returned by J.J. Arrington for 25 yards (tackle by Gary Barnidge)",25,False
200810260car,crd,car,LloyRh44,3,,,,30,23-24,"Rhys Lloyd kicks off 72 yards, returned by J.J. Arrington for 24 yards (tackle by Richard Marshall)",24,False
200810260car,crd,car,ArriJ.00,3,,,,30,23-24,"Rhys Lloyd kicks off 72 yards, returned by J.J. Arrington for 24 yards (tackle by Richard Marshall)",24,False
