game_id,team,opp,player_id,quarter,time,down,togo,location,score,detail,yards,touchdown
200809210was,crd,was,WarnKu00,1,6:43,2,5,92,0-7,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Carlos Rogers),8,False
200809210was,crd,was,FitzLa00,1,6:43,2,5,92,0-7,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Carlos Rogers),8,False
200809210was,crd,was,RogeCa20,1,6:43,2,5,92,0-7,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Carlos Rogers),8,False
200809210was,crd,was,JameEd00,1,6:15,1,10,50,0-7,Edgerrin James left guard for 8 yards (tackle by Cornelius Griffin and London Fletcher),8,False
200809210was,crd,was,GrifCo20,1,6:15,1,10,50,0-7,Edgerrin James left guard for 8 yards (tackle by Cornelius Griffin and London Fletcher),8,False
200809210was,crd,was,FletLo20,1,6:15,1,10,50,0-7,Edgerrin James left guard for 8 yards (tackle by Cornelius Griffin and London Fletcher),8,False
200809210was,crd,was,JameEd00,3,13:43,1,10,49,7-10,Edgerrin James up the middle for 8 yards (tackle by Jason Taylor and Shawn Springs),8,False
200809210was,crd,was,TaylJa03,3,13:43,1,10,49,7-10,Edgerrin James up the middle for 8 yards (tackle by Jason Taylor and Shawn Springs),8,False
200809210was,crd,was,SpriSh00,3,13:43,1,10,49,7-10,Edgerrin James up the middle for 8 yards (tackle by Jason Taylor and Shawn Springs),8,False
200809210was,crd,was,JameEd00,2,13:03,1,10,68,0-10,Edgerrin James left tackle for 7 yards (tackle by Marcus Washington and Cornelius Griffin),7,False
200809210was,crd,was,WashMa99,2,13:03,1,10,68,0-10,Edgerrin James left tackle for 7 yards (tackle by Marcus Washington and Cornelius Griffin),7,False
200809210was,crd,was,GrifCo20,2,13:03,1,10,68,0-10,Edgerrin James left tackle for 7 yards (tackle by Marcus Washington and Cornelius Griffin),7,False
200809210was,crd,was,WarnKu00,3,12:02,3,2,27,7-10,Kurt Warner pass complete short left to Anquan Boldin for 7 yards (tackle by LaRon Landry),7,False
200809210was,crd,was,BoldAn00,3,12:02,3,2,27,7-10,Kurt Warner pass complete short left to Anquan Boldin for 7 yards (tackle by LaRon Landry),7,False
200809210was,crd,was,LandLa99,3,12:02,3,2,27,7-10,Kurt Warner pass complete short left to Anquan Boldin for 7 yards (tackle by LaRon Landry),7,False
200809210was,crd,was,JameEd00,1,8:26,1,10,75,0-7,Edgerrin James left end for 6 yards (tackle by Marcus Washington and Andre Carter),6,False
200809210was,crd,was,WashMa99,1,8:26,1,10,75,0-7,Edgerrin James left end for 6 yards (tackle by Marcus Washington and Andre Carter),6,False
200809210was,crd,was,CartAn20,1,8:26,1,10,75,0-7,Edgerrin James left end for 6 yards (tackle by Marcus Washington and Andre Carter),6,False
200809210was,crd,was,JameEd00,1,7:48,2,4,81,0-7,Edgerrin James right guard for 6 yards (tackle by Rocky McIntosh and Cornelius Griffin),6,False
200809210was,crd,was,McInRo20,1,7:48,2,4,81,0-7,Edgerrin James right guard for 6 yards (tackle by Rocky McIntosh and Cornelius Griffin),6,False
200809210was,crd,was,GrifCo20,1,7:48,2,4,81,0-7,Edgerrin James right guard for 6 yards (tackle by Rocky McIntosh and Cornelius Griffin),6,False
200809210was,crd,was,WarnKu00,2,5:42,3,2,97,0-10,Kurt Warner pass complete short right to Tim Hightower for 6 yards (tackle by Reed Doughty),6,False
200809210was,crd,was,HighTi00,2,5:42,3,2,97,0-10,Kurt Warner pass complete short right to Tim Hightower for 6 yards (tackle by Reed Doughty),6,False
200809210was,crd,was,DougRe20,2,5:42,3,2,97,0-10,Kurt Warner pass complete short right to Tim Hightower for 6 yards (tackle by Reed Doughty),6,False
200809210was,crd,was,HighTi00,2,1:00,3,4,60,7-10,Tim Hightower left guard for 6 yards (tackle by Reed Doughty and London Fletcher),6,False
200809210was,crd,was,DougRe20,2,1:00,3,4,60,7-10,Tim Hightower left guard for 6 yards (tackle by Reed Doughty and London Fletcher),6,False
200809210was,crd,was,FletLo20,2,1:00,3,4,60,7-10,Tim Hightower left guard for 6 yards (tackle by Reed Doughty and London Fletcher),6,False
200809210was,crd,was,WarnKu00,2,0:32,1,10,66,7-10,Kurt Warner pass complete short middle to Larry Fitzgerald for 6 yards,6,False
200809210was,crd,was,FitzLa00,2,0:32,1,10,66,7-10,Kurt Warner pass complete short middle to Larry Fitzgerald for 6 yards,6,False
200809210was,crd,was,JameEd00,3,13:00,2,2,41,7-10,Edgerrin James left end for 6 yards (tackle by Rocky McIntosh),6,False
200809210was,crd,was,McInRo20,3,13:00,2,2,41,7-10,Edgerrin James left end for 6 yards (tackle by Rocky McIntosh),6,False
200809210was,crd,was,JameEd00,4,3:23,1,10,92,17-24,Edgerrin James right end for 6 yards (tackle by London Fletcher),6,False
200809210was,crd,was,FletLo20,4,3:23,1,10,92,17-24,Edgerrin James right end for 6 yards (tackle by London Fletcher),6,False
200809210was,crd,was,JameEd00,1,7:22,1,10,87,0-7,Edgerrin James right end for 5 yards (tackle by LaRon Landry),5,False
200809210was,crd,was,LandLa99,1,7:22,1,10,87,0-7,Edgerrin James right end for 5 yards (tackle by LaRon Landry),5,False
200809210was,crd,was,WarnKu00,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,JameEd00,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,McInRo20,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,JameEd00,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,McInRo20,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,RogeCa20,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,WellRe20,1,0:03,1,10,79,0-7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",5,False
200809210was,crd,was,WarnKu00,2,12:20,2,3,75,0-10,Kurt Warner pass complete short middle to Larry Fitzgerald for 5 yards (tackle by Shawn Springs),5,False
200809210was,crd,was,FitzLa00,2,12:20,2,3,75,0-10,Kurt Warner pass complete short middle to Larry Fitzgerald for 5 yards (tackle by Shawn Springs),5,False
200809210was,crd,was,SpriSh00,2,12:20,2,3,75,0-10,Kurt Warner pass complete short middle to Larry Fitzgerald for 5 yards (tackle by Shawn Springs),5,False
200809210was,crd,was,HighTi00,4,11:21,1,10,45,17-24,Tim Hightower up the middle for 5 yards (tackle by Demetric Evans),5,False
200809210was,crd,was,EvanDe20,4,11:21,1,10,45,17-24,Tim Hightower up the middle for 5 yards (tackle by Demetric Evans),5,False
200809210was,crd,was,WarnKu00,2,2:47,1,4,4,6-10,"Kurt Warner pass complete short right to Anquan Boldin for 4 yards, touchdown",4,True
200809210was,crd,was,BoldAn00,2,2:47,1,4,4,6-10,"Kurt Warner pass complete short right to Anquan Boldin for 4 yards, touchdown",4,True
200809210was,crd,was,WarnKu00,3,2:30,1,10,84,10-17,Kurt Warner pass complete short right to Tim Castille for 4 yards (tackle by Rocky McIntosh),4,False
200809210was,crd,was,CastTi20,3,2:30,1,10,84,10-17,Kurt Warner pass complete short right to Tim Castille for 4 yards (tackle by Rocky McIntosh),4,False
200809210was,crd,was,McInRo20,3,2:30,1,10,84,10-17,Kurt Warner pass complete short right to Tim Castille for 4 yards (tackle by Rocky McIntosh),4,False
200809210was,crd,was,JameEd00,2,9:03,1,10,66,0-10,Edgerrin James right guard for 3 yards (tackle by Marcus Washington and Rocky McIntosh),3,False
200809210was,crd,was,WashMa99,2,9:03,1,10,66,0-10,Edgerrin James right guard for 3 yards (tackle by Marcus Washington and Rocky McIntosh),3,False
200809210was,crd,was,McInRo20,2,9:03,1,10,66,0-10,Edgerrin James right guard for 3 yards (tackle by Marcus Washington and Rocky McIntosh),3,False
200809210was,crd,was,JameEd00,2,1:12,1,10,54,7-10,Edgerrin James right guard for 3 yards (tackle by Reed Doughty),3,False
200809210was,crd,was,DougRe20,2,1:12,1,10,54,7-10,Edgerrin James right guard for 3 yards (tackle by Reed Doughty),3,False
200809210was,crd,was,JameEd00,2,1:06,2,7,57,7-10,Edgerrin James right end for 3 yards (tackle by Chris Horton and London Fletcher),3,False
200809210was,crd,was,HortCh99,2,1:06,2,7,57,7-10,Edgerrin James right end for 3 yards (tackle by Chris Horton and London Fletcher),3,False
200809210was,crd,was,FletLo20,2,1:06,2,7,57,7-10,Edgerrin James right end for 3 yards (tackle by Chris Horton and London Fletcher),3,False
200809210was,crd,was,JameEd00,3,14:54,1,10,69,7-10,Edgerrin James left guard for 3 yards (tackle by Cornelius Griffin and Andre Carter),3,False
200809210was,crd,was,GrifCo20,3,14:54,1,10,69,7-10,Edgerrin James left guard for 3 yards (tackle by Cornelius Griffin and Andre Carter),3,False
200809210was,crd,was,CartAn20,3,14:54,1,10,69,7-10,Edgerrin James left guard for 3 yards (tackle by Cornelius Griffin and Andre Carter),3,False
200809210was,crd,was,JameEd00,3,12:35,1,10,35,7-10,Edgerrin James up the middle for 3 yards (tackle by Rocky McIntosh and Kedric Golston),3,False
200809210was,crd,was,McInRo20,3,12:35,1,10,35,7-10,Edgerrin James up the middle for 3 yards (tackle by Rocky McIntosh and Kedric Golston),3,False
200809210was,crd,was,GolsKe20,3,12:35,1,10,35,7-10,Edgerrin James up the middle for 3 yards (tackle by Rocky McIntosh and Kedric Golston),3,False
200809210was,crd,was,HighTi00,1,4:51,3,2,42,0-7,Tim Hightower right tackle for 1 yard (tackle by Rocky McIntosh and Marcus Washington),1,False
200809210was,crd,was,McInRo20,1,4:51,3,2,42,0-7,Tim Hightower right tackle for 1 yard (tackle by Rocky McIntosh and Marcus Washington),1,False
200809210was,crd,was,WashMa99,1,4:51,3,2,42,0-7,Tim Hightower right tackle for 1 yard (tackle by Rocky McIntosh and Marcus Washington),1,False
200809210was,crd,was,WarnKu00,2,4:21,2,10,35,0-10,Kurt Warner pass complete short right to Larry Fitzgerald for 1 yard (tackle by Reed Doughty),1,False
200809210was,crd,was,FitzLa00,2,4:21,2,10,35,0-10,Kurt Warner pass complete short right to Larry Fitzgerald for 1 yard (tackle by Reed Doughty),1,False
200809210was,crd,was,DougRe20,2,4:21,2,10,35,0-10,Kurt Warner pass complete short right to Larry Fitzgerald for 1 yard (tackle by Reed Doughty),1,False
200809210was,crd,was,JameEd00,3,11:34,1,10,20,7-10,Edgerrin James right tackle for 1 yard (tackle by Reed Doughty and Marcus Washington),1,False
200809210was,crd,was,DougRe20,3,11:34,1,10,20,7-10,Edgerrin James right tackle for 1 yard (tackle by Reed Doughty and Marcus Washington),1,False
200809210was,crd,was,WashMa99,3,11:34,1,10,20,7-10,Edgerrin James right tackle for 1 yard (tackle by Reed Doughty and Marcus Washington),1,False
200809210was,crd,was,HighTi00,3,10:09,1,10,10,7-10,Tim Hightower right tackle for 1 yard (tackle by Rocky McIntosh),1,False
200809210was,crd,was,McInRo20,3,10:09,1,10,10,7-10,Tim Hightower right tackle for 1 yard (tackle by Rocky McIntosh),1,False
200809210was,crd,was,JameEd00,1,5:37,2,2,42,0-7,Edgerrin James left tackle for no gain (tackle by Andre Carter and London Fletcher),0,False
200809210was,crd,was,CartAn20,1,5:37,2,2,42,0-7,Edgerrin James left tackle for no gain (tackle by Andre Carter and London Fletcher),0,False
200809210was,crd,was,FletLo20,1,5:37,2,2,42,0-7,Edgerrin James left tackle for no gain (tackle by Andre Carter and London Fletcher),0,False
200809210was,crd,was,WarnKu00,3,9:31,2,9,9,7-10,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Jason Taylor). Penalty on ARI: Illegal Formation (Declined),0,False
200809210was,crd,was,BreaSt00,3,9:31,2,9,9,7-10,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Jason Taylor). Penalty on ARI: Illegal Formation (Declined),0,False
200809210was,crd,was,TaylJa03,3,9:31,2,9,9,7-10,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Jason Taylor). Penalty on ARI: Illegal Formation (Declined),0,False
200809210was,crd,was,suishsha01,3,,,,30,10-17,"Shaun Suisham kicks off 70 yards, returned by Steve Breaston for 28 yards (tackle by Mike Sellers). Penalty on Matt Ware: Offensive Holding, 10 yards",-3,False
200809210was,crd,was,BreaSt00,3,,,,30,10-17,"Shaun Suisham kicks off 70 yards, returned by Steve Breaston for 28 yards (tackle by Mike Sellers). Penalty on Matt Ware: Offensive Holding, 10 yards",-3,False
200809210was,crd,was,SellMi00,3,,,,30,10-17,"Shaun Suisham kicks off 70 yards, returned by Steve Breaston for 28 yards (tackle by Mike Sellers). Penalty on Matt Ware: Offensive Holding, 10 yards",-3,False
200809210was,crd,was,WareMa20,3,,,,30,10-17,"Shaun Suisham kicks off 70 yards, returned by Steve Breaston for 28 yards (tackle by Mike Sellers). Penalty on Matt Ware: Offensive Holding, 10 yards",-3,False
200809210was,crd,was,JameEd00,4,14:21,1,10,69,17-17,Edgerrin James up the middle for -3 yards (tackle by Cornelius Griffin and Rocky McIntosh),-3,False
200809210was,crd,was,GrifCo20,4,14:21,1,10,69,17-17,Edgerrin James up the middle for -3 yards (tackle by Cornelius Griffin and Rocky McIntosh),-3,False
200809210was,crd,was,McInRo20,4,14:21,1,10,69,17-17,Edgerrin James up the middle for -3 yards (tackle by Cornelius Griffin and Rocky McIntosh),-3,False
200809210was,crd,was,WarnKu00,4,10:44,2,5,40,17-24,Kurt Warner sacked by Rocky McIntosh and Andre Carter for -6 yards,-6,False
200809210was,crd,was,McInRo20,4,10:44,2,5,40,17-24,Kurt Warner sacked by Rocky McIntosh and Andre Carter for -6 yards,-6,False
200809210was,crd,was,CartAn20,4,10:44,2,5,40,17-24,Kurt Warner sacked by Rocky McIntosh and Andre Carter for -6 yards,-6,False
200809210was,crd,was,WarnKu00,2,11:38,2,10,80,0-10,Kurt Warner sacked by Kedric Golston for -7 yards,-7,False
200809210was,crd,was,GolsKe20,2,11:38,2,10,80,0-10,Kurt Warner sacked by Kedric Golston for -7 yards,-7,False
200809210was,crd,was,suishsha01,1,,,,30,0-7,"Shaun Suisham kicks off 45 yards, returned by Steve Breaston for no gain",0,False
200809210was,crd,was,BreaSt00,1,,,,30,0-7,"Shaun Suisham kicks off 45 yards, returned by Steve Breaston for no gain",0,False
200809210was,crd,was,JohnDi20,1,3:45,4,5,45,0-7,"Dirk Johnson punts 45 yards, touchback",0,False
200809210was,crd,was,WarnKu00,2,11:42,1,10,80,0-10,Kurt Warner pass incomplete short right intended for Larry Fitzgerald (defended by Jason Taylor),0,False
200809210was,crd,was,FitzLa00,2,11:42,1,10,80,0-10,Kurt Warner pass incomplete short right intended for Larry Fitzgerald (defended by Jason Taylor),0,False
200809210was,crd,was,TaylJa03,2,11:42,1,10,80,0-10,Kurt Warner pass incomplete short right intended for Larry Fitzgerald (defended by Jason Taylor),0,False
200809210was,crd,was,JohnDi20,2,10:23,4,3,87,0-10,"Dirk Johnson punts 40 yards, returned by Antwaan Randle El for 6 yards (tackle by Sean Morey)",0,False
200809210was,crd,was,RandAn00,2,10:23,4,3,87,0-10,"Dirk Johnson punts 40 yards, returned by Antwaan Randle El for 6 yards (tackle by Sean Morey)",0,False
200809210was,crd,was,MoreSe00,2,10:23,4,3,87,0-10,"Dirk Johnson punts 40 yards, returned by Antwaan Randle El for 6 yards (tackle by Sean Morey)",0,False
200809210was,crd,was,WarnKu00,2,5:49,2,2,97,0-10,Kurt Warner pass incomplete deep right intended for Jerheme Urban,0,False
200809210was,crd,was,UrbaJe00,2,5:49,2,2,97,0-10,Kurt Warner pass incomplete deep right intended for Jerheme Urban,0,False
200809210was,crd,was,WarnKu00,2,4:24,1,10,35,0-10,Kurt Warner pass incomplete short left intended for Anquan Boldin,0,False
200809210was,crd,was,BoldAn00,2,4:24,1,10,35,0-10,Kurt Warner pass incomplete short left intended for Anquan Boldin,0,False
200809210was,crd,was,rackenei01,2,,,,,7-10,Neil Rackers kicks extra point good,0,False
200809210was,crd,was,WarnKu00,2,0:32,2,4,72,7-10,Kurt Warner pass incomplete deep middle intended for Larry Fitzgerald,0,False
200809210was,crd,was,FitzLa00,2,0:32,2,4,72,7-10,Kurt Warner pass incomplete deep middle intended for Larry Fitzgerald,0,False
200809210was,crd,was,WarnKu00,2,0:06,3,4,72,7-10,Kurt Warner pass incomplete deep middle intended for Anquan Boldin (defended by Shawn Springs),0,False
200809210was,crd,was,BoldAn00,2,0:06,3,4,72,7-10,Kurt Warner pass incomplete deep middle intended for Anquan Boldin (defended by Shawn Springs),0,False
200809210was,crd,was,SpriSh00,2,0:06,3,4,72,7-10,Kurt Warner pass incomplete deep middle intended for Anquan Boldin (defended by Shawn Springs),0,False
200809210was,crd,was,WarnKu00,3,14:09,2,7,72,7-10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Carlos Rogers),0,False
200809210was,crd,was,FitzLa00,3,14:09,2,7,72,7-10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Carlos Rogers),0,False
200809210was,crd,was,RogeCa20,3,14:09,2,7,72,7-10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Carlos Rogers),0,False
200809210was,crd,was,WarnKu00,3,12:11,2,7,32,7-10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,0,False
200809210was,crd,was,FitzLa00,3,12:11,2,7,32,7-10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,0,False
200809210was,crd,was,WarnKu00,3,10:57,2,9,19,7-10,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by LaRon Landry),0,False
200809210was,crd,was,FitzLa00,3,10:57,2,9,19,7-10,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by LaRon Landry),0,False
200809210was,crd,was,LandLa99,3,10:57,2,9,19,7-10,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by LaRon Landry),0,False
200809210was,crd,was,WarnKu00,3,9:28,3,9,9,7-10,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Jason Taylor),0,False
200809210was,crd,was,HighTi00,3,9:28,3,9,9,7-10,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Jason Taylor),0,False
200809210was,crd,was,TaylJa03,3,9:28,3,9,9,7-10,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Jason Taylor),0,False
200809210was,crd,was,rackenei01,3,,,,,17-17,Neil Rackers kicks extra point good,0,False
200809210was,crd,was,WarnKu00,4,13:16,2,8,71,17-17,Kurt Warner pass incomplete deep middle intended for Steve Breaston is intercepted by Carlos Rogers at WAS-43 and returned for 42 yards,0,False
200809210was,crd,was,BreaSt00,4,13:16,2,8,71,17-17,Kurt Warner pass incomplete deep middle intended for Steve Breaston is intercepted by Carlos Rogers at WAS-43 and returned for 42 yards,0,False
200809210was,crd,was,RogeCa20,4,13:16,2,8,71,17-17,Kurt Warner pass incomplete deep middle intended for Steve Breaston is intercepted by Carlos Rogers at WAS-43 and returned for 42 yards,0,False
200809210was,crd,was,WarnKu00,4,10:07,3,11,46,17-24,Kurt Warner pass incomplete deep middle intended for Steve Breaston,0,False
200809210was,crd,was,BreaSt00,4,10:07,3,11,46,17-24,Kurt Warner pass incomplete deep middle intended for Steve Breaston,0,False
200809210was,crd,was,JohnDi20,4,10:01,4,11,46,17-24,"Dirk Johnson punts 46 yards, touchback",0,False
200809210was,crd,was,WarnKu00,4,2:51,2,4,98,17-24,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Lorenzo Alexander),0,False
200809210was,crd,was,HighTi00,4,2:51,2,4,98,17-24,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Lorenzo Alexander),0,False
200809210was,crd,was,AlexLo99,4,2:51,2,4,98,17-24,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Lorenzo Alexander),0,False
200809210was,crd,was,WarnKu00,4,2:46,3,4,98,17-24,Kurt Warner pass incomplete short right intended for Tim Hightower,0,False
200809210was,crd,was,HighTi00,4,2:46,3,4,98,17-24,Kurt Warner pass incomplete short right intended for Tim Hightower,0,False
200809210was,crd,was,JohnDi20,4,2:46,4,4,98,17-24,"Dirk Johnson punts 36 yards, fair catch by Antwaan Randle El",0,False
