player_id,player,fant_pts,position,height,weight,rookie,team,opp,home,opp_def_align,after_bye,oline_rush,oline_pass,opp_dline_rush,opp_dline_pass,gametime,gameday,roof,surface,temp,rel_hum,wind,wind_chill,off_pass_rank,off_rush_rank,opp_def_pass_rank,opp_def_rush_rank,rush_att,rush_yards,rush_tds,completions,attempts,accuracy,interceptions,fumbles,pass_yards,pass_tds,sacked,qbr
WarnKu00,Kurt Warner,19.0,QB,74,220,False,crd,buf,True,4-3,False,30,8,8,28,16:16,Sunday,retractable roof (closed),grass,,,,,2,32,22,21,2,10,0,33,42,78.57142857142857,0,0,250,2,0,107.3
RyanMa00,Matt Ryan,16.4,QB,76,217,True,atl,gnb,False,4-3,False,9,5,28,21,13:02,Sunday,outdoors,grass,60,49,,0,14,2,7,27,4,16,0,16,26,61.53846153846154,1,0,194,2,0,94.1
FlacJo00,Joe Flacco,4.5,QB,78,232,True,rav,oti,True,4-3,False,16,20,6,9,13:02,Sunday,outdoors,sportturf,69,52,,0,28,4,4,6,2,4,0,18,27,66.66666666666666,2,0,153,0,0,50.4
EdwaTr01,Trent Edwards,0.7,QB,76,231,False,buf,crd,False,4-3,False,14,25,17,24,16:16,Sunday,retractable roof (closed),grass,,,,,22,14,26,13,0,0,0,3,3,100.0,0,0,18,0,0,91.7
LosmJ.00,J.P. Losman,17.0,QB,75,220,False,buf,crd,False,4-3,False,14,25,17,24,16:16,Sunday,retractable roof (closed),grass,,,,,22,14,26,13,2,2,1,15,21,71.42857142857143,1,2,220,1,5,101.3
DelhJa00,Jake Delhomme,16.5,QB,74,215,False,car,kan,True,4-3,False,7,9,26,32,13:04,Sunday,outdoors,grass,80,77,,0,19,3,28,26,1,1,0,14,22,63.63636363636363,1,0,236,2,0,111.2
OrtoKy00,Kyle Orton,25.4,QB,76,226,False,chi,det,False,4-3,False,24,11,29,11,13:02,Sunday,dome,fieldturf,,,,,21,24,32,31,1,10,0,24,34,70.58823529411765,0,0,334,2,1,121.4
PalmCa00,Carson Palmer,15.7,QB,77,230,False,cin,dal,False,3-4,False,32,27,14,1,16:15,Sunday,outdoors,fieldturf,87,32,,0,30,29,11,14,0,0,0,23,39,58.97435897435898,1,0,217,2,2,80.8
RomoTo00,Tony Romo,18.2,QB,74,219,False,dal,cin,True,4-3,False,18,13,12,31,16:15,Sunday,outdoors,fieldturf,87,32,,0,9,21,19,8,4,7,0,14,23,60.86956521739131,1,1,176,3,1,106.2
CutlJa00,Jay Cutler,14.7,QB,75,225,False,den,tam,True,4-3,False,1,4,15,7,16:05,Sunday,outdoors,grass,70,30,,0,3,12,6,15,5,16,0,23,34,67.64705882352942,0,0,227,1,0,96.1
KitnJo00,Jon Kitna,2.5,QB,74,220,False,det,chi,True,4-3,True,31,32,2,27,13:02,Sunday,dome,fieldturf,,,,,24,30,9,5,0,0,0,8,16,50.0,0,1,74,0,3,63.0
OrloDa00,Dan Orlovsky,2.9,QB,77,230,False,det,chi,True,4-3,True,31,32,2,27,13:02,Sunday,dome,fieldturf,,,,,24,30,9,5,0,0,0,13,23,56.52173913043478,1,0,97,0,1,48.6
RodgAa00,Aaron Rodgers,26.9,QB,74,223,False,gnb,atl,True,4-3,False,19,14,19,10,13:02,Sunday,outdoors,grass,60,49,,0,8,17,17,25,2,4,0,25,37,67.56756756756756,1,0,313,3,2,109.4
RoseSa00,Sage Rosenfels,12.9,QB,76,222,False,htx,clt,True,4-3,False,10,16,21,22,13:02,Sunday,retractable roof (open),grass,,,,,4,13,12,18,4,16,0,21,33,63.63636363636363,1,3,246,1,2,83.6
MannPe00,Peyton Manning,17.7,QB,77,230,False,clt,htx,False,4-3,True,23,1,30,23,13:02,Sunday,retractable roof (open),grass,,,,,5,31,25,30,4,8,0,25,34,73.52941176470588,1,0,247,2,2,101.0
GarrDa00,David Garrard,12.7,QB,73,244,False,jax,pit,True,3-4,False,12,24,7,3,20:23,Sunday,outdoors,grass,73,81,,0,15,18,1,2,4,12,0,18,32,56.25,0,1,200,1,3,85.4
HuarDa00,Damon Huard,0.3,QB,75,215,False,kan,car,False,4-3,False,28,21,24,5,13:04,Sunday,outdoors,grass,80,77,,0,20,16,8,24,1,-1,0,10,21,47.61904761904761,2,2,86,0,2,19.2
ThigTy00,Tyler Thigpen,3.1,QB,75,235,False,kan,car,False,4-3,False,28,21,24,5,13:04,Sunday,outdoors,grass,80,77,,0,20,16,8,24,4,16,0,5,10,50.0,0,0,37,0,1,59.2
RivePh00,Philip Rivers,10.4,QB,77,228,False,sdg,mia,False,3-4,False,15,17,13,13,13:03,Sunday,outdoors,grass,86,74,,0,7,20,15,19,0,0,0,13,28,46.42857142857143,0,0,159,1,2,76.3
PennCh01,Chad Pennington,13.4,QB,75,225,False,mia,sdg,True,3-4,True,11,12,25,20,13:03,Sunday,outdoors,grass,86,74,,0,10,11,20,20,3,3,0,22,29,75.86206896551724,0,0,228,1,1,109.6
FrerGu00,Gus Frerotte,12.8,QB,75,237,False,min,nor,False,4-3,False,17,28,22,25,20:40,Monday,dome,fieldturf,,,,,25,5,23,22,2,4,0,19,36,52.77777777777778,0,1,222,1,1,81.0
CassMa00,Matt Cassel,12.4,QB,77,230,False,nwe,sfo,False,3-4,True,3,26,11,26,16:15,Sunday,outdoors,grass,67,52,,0,12,6,21,16,4,5,0,22,32,68.75,2,1,259,1,5,77.5
