player_id,player,fant_pts,position,height,weight,rookie,team,opp,home,opp_def_align,after_bye,oline_rush,oline_pass,opp_dline_rush,opp_dline_pass,gametime,gameday,roof,surface,temp,rel_hum,wind,wind_chill,off_pass_rank,off_rush_rank,opp_def_pass_rank,opp_def_rush_rank,rush_att,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,fumbles
ArriJ.00,J.J. Arrington,21.1,RB,69,214,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,8,40,1,4,3,21,1,0
BoldAn00,Anquan Boldin,34.9,WR,73,218,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,1,3,0,16,13,186,0,0
BreaSt00,Steve Breaston,3.5,WR,73,175,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,0,0,0,3,2,15,0,0
FitzLa00,Larry Fitzgerald,27.6,WR,75,225,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,0,0,0,14,10,151,0,1
HighTi00,Tim Hightower,3.5,RB,72,226,True,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,11,35,0,0,0,0,0,0
JameEd00,Edgerrin James,0.1,RB,72,214,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,1,1,0,0,0,0,0,0
PopeLe00,Leonard Pope,2.9,TE,80,264,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,0,0,0,2,2,9,0,0
UrbaJe00,Jerheme Urban,1.9,WR,75,212,False,crd,sea,False,4-3,False,30,8,18,18,16:06,Sunday,outdoors,fieldturf,52,85,,0,2,32,30,17,0,0,0,2,1,9,0,0
JenkMi00,Michael Jenkins,10.5,WR,76,217,False,atl,den,True,4-3,False,9,5,23,19,13:02,Sunday,dome,fieldturf,,,,,14,2,31,29,0,0,0,6,5,55,0,0
TurnMi00,Michael Turner,20.1,RB,70,237,False,atl,den,True,4-3,False,9,5,23,19,13:02,Sunday,dome,fieldturf,,,,,14,2,31,29,25,81,2,0,0,0,0,0
WhitRo00,Roddy White,18.2,WR,73,201,False,atl,den,True,4-3,False,9,5,23,19,13:02,Sunday,dome,fieldturf,,,,,14,2,31,29,0,0,0,11,5,102,0,0
ClayMa01,Mark Clayton,3.7,WR,70,193,False,rav,nyg,False,4-3,False,16,20,3,8,13:02,Sunday,outdoors,fieldturf,49,46,19,,28,4,10,12,1,17,0,3,1,10,0,0
HeapTo00,Todd Heap,4.6,TE,77,252,False,rav,nyg,False,4-3,False,16,20,3,8,13:02,Sunday,outdoors,fieldturf,49,46,19,,28,4,10,12,0,0,0,6,3,16,0,0
MasoDe00,Derrick Mason,15.2,WR,70,190,False,rav,nyg,False,4-3,False,16,20,3,8,13:02,Sunday,outdoors,fieldturf,49,46,19,,28,4,10,12,0,0,0,11,7,82,0,0
McGaWi00,Willis McGahee,4.5,RB,72,228,False,rav,nyg,False,4-3,False,16,20,3,8,13:02,Sunday,outdoors,fieldturf,49,46,19,,28,4,10,12,9,18,0,2,2,7,0,0
RiceRa00,Ray Rice,7.7,RB,69,195,True,rav,nyg,False,4-3,False,16,20,3,8,13:02,Sunday,outdoors,fieldturf,49,46,19,,28,4,10,12,8,19,0,5,4,18,0,0
EvanLe00,Lee Evans,0,WR,70,202,False,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,0,0,0,1,0,0,0,0
FineDe00,Derek Fine,1.6,TE,74,250,True,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,0,0,0,2,1,6,0,0
JackFr02,Fred Jackson,5.0,RB,73,215,False,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,12,60,0,0,0,0,0,2
JohnSt00,Steve Johnson,7.1,WR,74,210,True,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,0,0,0,5,3,41,0,0
LyncMa00,Marshawn Lynch,36.7,RB,71,215,False,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,23,119,0,11,10,58,1,0
ParrRo00,Roscoe Parrish,3.1,WR,70,168,False,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,0,0,0,3,1,21,0,0
RoyaRo00,Robert Royal,3.2,TE,76,257,False,buf,cle,True,3-4,False,14,25,31,30,20:40,Monday,outdoors,astroplay,30,66,,22,22,14,16,23,0,0,0,3,1,22,0,0
KingJe00,Jeff King,9.9,TE,77,250,False,car,det,True,4-3,False,7,9,29,11,13:03,Sunday,outdoors,grass,54,58,,0,19,3,32,31,0,0,0,4,2,19,1,0
MuhaMu00,Muhsin Muhammad,2.6,WR,74,217,False,car,det,True,4-3,False,7,9,29,11,13:03,Sunday,outdoors,grass,54,58,,0,19,3,32,31,0,0,0,2,1,16,0,0
SmitSt01,Steve Smith,13.4,WR,69,185,False,car,det,True,4-3,False,7,9,29,11,13:03,Sunday,outdoors,grass,54,58,,0,19,3,32,31,1,16,0,10,6,63,0,1
WillDe02,DeAngelo Williams,27.0,RB,68,210,False,car,det,True,4-3,False,7,9,29,11,13:03,Sunday,outdoors,grass,54,58,,0,19,3,32,31,14,120,2,0,0,0,0,0
ClarDe00,Desmond Clark,1.4,TE,75,255,False,chi,gnb,False,4-3,False,24,11,28,21,13:02,Sunday,outdoors,grass,33,61,,23,21,24,7,27,0,0,0,4,1,4,0,0
DaviRa00,Rashied Davis,4.6,WR,70,180,False,chi,gnb,False,4-3,False,24,11,28,21,13:02,Sunday,outdoors,grass,33,61,,23,21,24,7,27,0,0,0,2,1,36,0,0
FortMa00,Matt Forte,16.4,RB,73,221,True,chi,gnb,False,4-3,False,24,11,28,21,13:02,Sunday,outdoors,grass,33,61,,23,21,24,7,27,16,64,0,7,6,40,0,0
HestDe99,Devin Hester,1.7,WR,70,185,False,chi,gnb,False,4-3,False,24,11,28,21,13:02,Sunday,outdoors,grass,33,61,,23,21,24,7,27,0,0,0,5,1,7,0,0
LloyBr00,Brandon Lloyd,3.7,WR,72,192,False,chi,gnb,False,4-3,False,24,11,28,21,13:02,Sunday,outdoors,grass,33,61,,23,21,24,7,27,0,0,0,3,2,17,0,0
OlseGr00,Greg Olsen,8.5,TE,78,254,False,chi,gnb,False,4-3,False,24,11,28,21,13:02,Sunday,outdoors,grass,33,61,,23,21,24,7,27,0,0,0,4,4,45,0,0
BensCe00,Cedric Benson,13.9,RB,71,222,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,23,42,0,6,6,37,0,0
ChatAn00,Antonio Chatman,1.6,WR,69,177,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,0,0,0,1,1,11,0,1
HenrCh00,Chris Henry,1.8,WR,76,197,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,0,0,0,5,1,8,0,0
HousTJ00,T.J. Houshmandzadeh,35.9,WR,73,197,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,0,0,0,16,12,149,1,0
JohnCh01,Chad Johnson,7.4,WR,73,192,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,0,0,0,8,4,34,0,0
KellRe00,Reggie Kelly,5.4,TE,76,255,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,0,0,0,3,3,24,0,0
PerrCh00,Chris Perry,1.1,RB,72,224,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,2,5,0,2,1,-4,0,0
UtecBe00,Ben Utecht,0.7,TE,78,251,False,cin,phi,True,4-3,True,32,27,5,4,13:03,Sunday,outdoors,fieldturf,38,57,,29,30,29,3,3,0,0,0,2,1,2,0,1
CribJo01,Josh Cribbs,6.2,WR,73,192,False,cle,buf,False,4-3,False,22,7,8,28,20:40,Monday,outdoors,astroplay,30,66,,22,31,26,22,21,1,2,1,0,0,0,0,0
EdwaBr00,Braylon Edwards,21.4,WR,75,211,False,cle,buf,False,4-3,False,22,7,8,28,20:40,Monday,outdoors,astroplay,30,66,,22,31,26,22,21,0,0,0,16,8,104,0,0
LewiJa00,Jamal Lewis,6.5,RB,71,240,False,cle,buf,False,4-3,False,22,7,8,28,20:40,Monday,outdoors,astroplay,30,66,,22,31,26,22,21,18,65,0,1,0,0,0,0
StalDo00,Donte' Stallworth,-0.4,WR,72,197,False,cle,buf,False,4-3,False,22,7,8,28,20:40,Monday,outdoors,astroplay,30,66,,22,31,26,22,21,1,-4,0,3,0,0,0,0
StepSy20,Syndric Steptoe,1.8,WR,68,190,True,cle,buf,False,4-3,False,22,7,8,28,20:40,Monday,outdoors,astroplay,30,66,,22,31,26,22,21,0,0,0,2,1,8,0,0
WinsKe01,Kellen Winslow,7.0,TE,76,254,False,cle,buf,False,4-3,False,22,7,8,28,20:40,Monday,outdoors,astroplay,30,66,,22,31,26,22,21,0,0,0,9,3,40,0,0
BarbMa01,Marion Barber,29.8,RB,71,221,False,dal,was,False,4-3,True,18,13,20,29,20:23,Sunday,outdoors,grass,44,46,,0,9,21,14,10,24,114,1,7,6,39,0,1
