game_id,team,opp,player_id,quarter,time,down,togo,location,score,detail,yards,touchdown
200811160sea,crd,sea,rackenei01,2,0:05,3,2,36,16-7,Neil Rackers 54 yard field goal good,54,False
200811160sea,crd,sea,rackenei01,2,4:38,4,14,30,13-0,Neil Rackers 48 yard field goal good,48,False
200811160sea,crd,sea,WarnKu00,1,3:04,2,1,70,3-0,Kurt Warner pass complete short left to Anquan Boldin for 45 yards (tackle by Josh Wilson),45,False
200811160sea,crd,sea,BoldAn00,1,3:04,2,1,70,3-0,Kurt Warner pass complete short left to Anquan Boldin for 45 yards (tackle by Josh Wilson),45,False
200811160sea,crd,sea,WilsJo99,1,3:04,2,1,70,3-0,Kurt Warner pass complete short left to Anquan Boldin for 45 yards (tackle by Josh Wilson),45,False
200811160sea,crd,sea,WarnKu00,3,12:50,1,15,78,16-7,Kurt Warner pass complete deep middle to Anquan Boldin for 44 yards (tackle by Lofa Tatupu),44,False
200811160sea,crd,sea,BoldAn00,3,12:50,1,15,78,16-7,Kurt Warner pass complete deep middle to Anquan Boldin for 44 yards (tackle by Lofa Tatupu),44,False
200811160sea,crd,sea,TatuLo99,3,12:50,1,15,78,16-7,Kurt Warner pass complete deep middle to Anquan Boldin for 44 yards (tackle by Lofa Tatupu),44,False
200811160sea,crd,sea,rackenei01,1,7:52,4,1,20,3-0,Neil Rackers 38 yard field goal good,38,False
200811160sea,crd,sea,WarnKu00,2,9:30,1,10,55,10-0,Kurt Warner pass complete deep left to Larry Fitzgerald for 33 yards (tackle by Josh Wilson),33,False
200811160sea,crd,sea,FitzLa00,2,9:30,1,10,55,10-0,Kurt Warner pass complete deep left to Larry Fitzgerald for 33 yards (tackle by Josh Wilson),33,False
200811160sea,crd,sea,WilsJo99,2,9:30,1,10,55,10-0,Kurt Warner pass complete deep left to Larry Fitzgerald for 33 yards (tackle by Josh Wilson),33,False
200811160sea,crd,sea,rackenei01,3,9:39,4,5,8,19-7,Neil Rackers 26 yard field goal good,26,False
200811160sea,crd,sea,marexoli01,2,,,,30,13-7,"Olindo Mare kicks off 58 yards, returned by Steve Breaston for 25 yards (tackle by D.D. Lewis)",25,False
200811160sea,crd,sea,BreaSt00,2,,,,30,13-7,"Olindo Mare kicks off 58 yards, returned by Steve Breaston for 25 yards (tackle by D.D. Lewis)",25,False
200811160sea,crd,sea,LewiD.21,2,,,,30,13-7,"Olindo Mare kicks off 58 yards, returned by Steve Breaston for 25 yards (tackle by D.D. Lewis)",25,False
200811160sea,crd,sea,WarnKu00,3,4:10,3,7,33,19-7,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Josh Wilson). Larry Fitzgerald fumbles (forced by Josh Wilson), recovered by Anquan Boldin at SEA-6",21,False
200811160sea,crd,sea,FitzLa00,3,4:10,3,7,33,19-7,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Josh Wilson). Larry Fitzgerald fumbles (forced by Josh Wilson), recovered by Anquan Boldin at SEA-6",21,False
200811160sea,crd,sea,WilsJo99,3,4:10,3,7,33,19-7,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Josh Wilson). Larry Fitzgerald fumbles (forced by Josh Wilson), recovered by Anquan Boldin at SEA-6",21,False
200811160sea,crd,sea,FitzLa00,3,4:10,3,7,33,19-7,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Josh Wilson). Larry Fitzgerald fumbles (forced by Josh Wilson), recovered by Anquan Boldin at SEA-6",21,False
200811160sea,crd,sea,WilsJo99,3,4:10,3,7,33,19-7,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Josh Wilson). Larry Fitzgerald fumbles (forced by Josh Wilson), recovered by Anquan Boldin at SEA-6",21,False
200811160sea,crd,sea,BoldAn00,3,4:10,3,7,33,19-7,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Josh Wilson). Larry Fitzgerald fumbles (forced by Josh Wilson), recovered by Anquan Boldin at SEA-6",21,False
200811160sea,crd,sea,WarnKu00,1,0:39,2,10,24,3-0,Kurt Warner pass complete deep middle to Larry Fitzgerald for 20 yards (tackle by Brian Russell),20,False
200811160sea,crd,sea,FitzLa00,1,0:39,2,10,24,3-0,Kurt Warner pass complete deep middle to Larry Fitzgerald for 20 yards (tackle by Brian Russell),20,False
200811160sea,crd,sea,RussBr20,1,0:39,2,10,24,3-0,Kurt Warner pass complete deep middle to Larry Fitzgerald for 20 yards (tackle by Brian Russell),20,False
200811160sea,crd,sea,WarnKu00,3,6:01,2,10,81,19-7,Kurt Warner pass complete deep middle to Larry Fitzgerald for 19 yards (tackle by Lofa Tatupu),19,False
200811160sea,crd,sea,FitzLa00,3,6:01,2,10,81,19-7,Kurt Warner pass complete deep middle to Larry Fitzgerald for 19 yards (tackle by Lofa Tatupu),19,False
200811160sea,crd,sea,TatuLo99,3,6:01,2,10,81,19-7,Kurt Warner pass complete deep middle to Larry Fitzgerald for 19 yards (tackle by Lofa Tatupu),19,False
200811160sea,crd,sea,WarnKu00,2,8:31,2,1,97,10-0,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Kelly Jennings),15,False
200811160sea,crd,sea,FitzLa00,2,8:31,2,1,97,10-0,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Kelly Jennings),15,False
200811160sea,crd,sea,JennKe20,2,8:31,2,1,97,10-0,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Kelly Jennings),15,False
200811160sea,crd,sea,HighTi00,3,5:25,1,10,50,19-7,Tim Hightower left tackle for 14 yards (tackle by Jordan Babineaux),14,False
200811160sea,crd,sea,BabiJo21,3,5:25,1,10,50,19-7,Tim Hightower left tackle for 14 yards (tackle by Jordan Babineaux),14,False
200811160sea,crd,sea,WarnKu00,1,10:23,1,10,42,0-0,Kurt Warner pass complete short right to Anquan Boldin for 13 yards (tackle by Jordan Babineaux),13,False
200811160sea,crd,sea,BoldAn00,1,10:23,1,10,42,0-0,Kurt Warner pass complete short right to Anquan Boldin for 13 yards (tackle by Jordan Babineaux),13,False
200811160sea,crd,sea,BabiJo21,1,10:23,1,10,42,0-0,Kurt Warner pass complete short right to Anquan Boldin for 13 yards (tackle by Jordan Babineaux),13,False
200811160sea,crd,sea,ArriJ.00,3,6:45,1,10,68,19-7,J.J. Arrington up the middle for 13 yards (tackle by Brian Russell),13,False
