player_id,player,fant_pts,position,height,weight,rookie,team,opp,home,opp_def_align,after_bye,oline_rush,oline_pass,opp_dline_rush,opp_dline_pass,gametime,gameday,roof,surface,temp,rel_hum,wind,wind_chill,off_pass_rank,off_rush_rank,opp_def_pass_rank,opp_def_rush_rank,rush_att,rush_yards,rush_tds,completions,attempts,accuracy,interceptions,fumbles,pass_yards,pass_tds,sacked,qbr
GarrDa00,David Garrard,20.1,QB,73,244,False,jax,gnb,True,4-3,False,12,24,28,21,13:04,Sunday,outdoors,grass,67,60,,0,15,18,7,27,5,31,0,21,33,63.63636363636363,0,1,238,2,2,105.4
ThigTy00,Tyler Thigpen,19.8,QB,75,235,False,kan,sdg,True,3-4,False,28,21,25,20,13:00,Sunday,outdoors,grass,36,65,,24,20,16,20,20,10,40,1,19,28,67.85714285714286,1,0,171,1,0,81.1
RivePh00,Philip Rivers,24.0,QB,77,228,False,sdg,kan,False,4-3,False,15,17,26,32,13:00,Sunday,outdoors,grass,36,65,,24,7,20,28,26,2,12,0,34,48,70.83333333333334,1,2,346,2,3,96.4
BulgMa00,Marc Bulger,14.4,QB,75,215,False,ram,sea,True,4-3,False,29,23,18,18,13:00,Sunday,dome,fieldturf,,,,,26,25,30,17,0,0,0,19,32,59.375,0,0,207,1,1,88.9
PennCh01,Chad Pennington,14.6,QB,75,225,False,mia,sfo,True,3-4,False,11,12,11,26,13:03,Sunday,outdoors,grass,77,54,,0,10,11,21,16,3,4,0,12,19,63.1578947368421,0,0,156,2,1,124.0
JackTa00,Tarvaris Jackson,22.8,QB,74,226,False,min,crd,False,4-3,False,17,28,17,24,16:05,Sunday,retractable roof (open),grass,,,,,25,5,26,13,3,3,0,11,17,64.70588235294117,0,0,163,4,3,135.5
CassMa00,Matt Cassel,25.5,QB,77,230,False,nwe,rai,False,4-3,False,3,26,27,6,16:15,Sunday,outdoors,grass,44,83,,0,12,6,13,28,6,18,0,18,30,60.0,1,0,218,4,3,108.1
BreeDr00,Drew Brees,15.4,QB,72,209,False,nor,chi,False,4-3,False,5,2,2,27,20:14,Thursday,outdoors,grass,28,60,,18,1,28,9,5,1,1,0,24,43,55.81395348837209,2,0,232,2,1,67.2
MannEl00,Eli Manning,4.6,QB,76,218,False,nyg,dal,False,3-4,False,4,10,14,1,20:24,Sunday,outdoors,fieldturf,71,57,,0,18,1,11,14,0,0,0,18,35,51.42857142857142,2,2,191,0,8,43.9
FavrBr00,Brett Favre,13.0,QB,74,225,False,nyj,buf,True,4-3,False,2,19,8,28,13:02,Sunday,outdoors,fieldturf,40,47,,30,16,9,22,21,1,27,0,17,30,56.666666666666664,2,0,207,1,0,61.4
RussJa00,JaMarcus Russell,15.7,QB,78,265,False,rai,nwe,True,3-4,False,25,30,16,17,16:15,Sunday,outdoors,grass,44,83,,0,32,10,24,11,0,0,0,17,32,53.125,1,2,242,2,2,85.7
McNaDo00,Donovan McNabb,18.6,QB,74,240,False,phi,cle,True,3-4,False,13,6,31,30,20:40,Monday,outdoors,grass,58,83,,0,6,22,16,23,0,0,0,26,35,74.28571428571429,1,0,290,2,2,105.7
RoetBe00,Ben Roethlisberger,15.4,QB,77,240,False,pit,rav,False,3-4,False,26,29,1,15,16:15,Sunday,outdoors,sportturf,45,53,14,,17,23,2,1,4,21,0,22,40,55.00000000000001,0,1,246,1,3,81.9
HillSh00,Shaun Hill,11.0,QB,77,210,False,sfo,mia,False,3-4,False,8,31,13,13,13:03,Sunday,outdoors,grass,77,54,,0,13,27,15,19,3,17,0,30,46,65.21739130434783,0,0,233,0,5,77.5
WallSe00,Seneca Wallace,8.8,QB,71,196,False,sea,ram,False,4-3,False,27,22,32,16,13:00,Sunday,dome,fieldturf,,,,,29,19,27,32,2,3,0,15,25,60.0,0,1,226,0,3,89.7
GrieBr00,Brian Griese,13.8,QB,75,215,False,tam,atl,False,4-3,False,21,18,19,10,13:03,Sunday,dome,fieldturf,,,,,11,15,17,25,0,0,0,26,37,70.27027027027027,1,0,269,1,4,88.7
CollKe00,Kerry Collins,6.7,QB,77,248,False,oti,htx,False,4-3,False,20,3,30,23,13:05,Sunday,retractable roof (open),grass,,,,,27,7,25,30,2,5,0,15,33,45.45454545454545,1,0,181,0,0,50.2
CampJa00,Jason Campbell,12.8,QB,77,223,False,was,cin,False,4-3,False,6,15,12,31,13:03,Sunday,outdoors,fieldturf,49,40,15,,23,8,19,8,2,21,0,17,28,60.71428571428571,0,0,167,1,0,89.4
