team,opp,opp_pts,opp_pass_yards,opp_rush_yards,def_align,after_bye,dline_pass,dline_rush,opp_oline_pass,opp_oline_rush,gametime,gameday,roof,surface,temp,rel_hum,wind,wind_chill,def_pass_rank,def_rush_rank,opp_pass_rank,opp_rush_rank,sacks,forced_fumbles,interceptions,tds,tackles,time_onfield
crd,min,35,157,239,4-3,False,24,17,28,17,16:05,Sunday,retractable roof (open),grass,,,,,26,13,25,5,7.0,3,1,0,99,34.56666666666667
atl,tam,10,226,99,4-3,False,10,19,18,21,13:03,Sunday,dome,fieldturf,,,,,17,25,11,15,5.0,3,3,0,112,34.766666666666666
rav,pit,13,220,91,3-4,False,15,1,29,26,16:15,Sunday,outdoors,sportturf,45,53,14,,2,1,17,23,5.0,3,2,0,98,31.633333333333333
buf,nyj,31,207,165,4-3,False,28,8,19,2,13:02,Sunday,outdoors,fieldturf,40,47,,30,22,21,16,9,3.0,2,5,1,100,24.516666666666666
car,den,10,158,121,4-3,False,5,24,4,1,16:15,Sunday,outdoors,grass,46,64,5,,8,24,3,12,3.0,1,2,0,90,29.166666666666668
chi,nor,24,226,119,4-3,False,27,2,2,5,20:14,Thursday,outdoors,grass,28,60,,18,9,5,1,28,2.0,0,4,0,98,36.53333333333333
cin,was,13,167,113,4-3,False,31,12,15,6,13:03,Sunday,outdoors,fieldturf,49,40,15,,19,8,23,8,2.0,2,0,0,65,28.866666666666667
cle,phi,30,284,134,3-4,False,30,31,6,13,20:40,Monday,outdoors,grass,58,83,,0,16,23,6,22,4.0,0,5,2,85,37.916666666666664
dal,nyg,8,146,72,3-4,False,1,14,10,4,20:24,Sunday,outdoors,fieldturf,71,57,,0,11,14,18,1,12.0,3,2,0,71,30.533333333333335
den,car,30,253,147,4-3,False,19,23,9,7,16:15,Sunday,outdoors,grass,46,64,5,,31,29,19,3,3.0,1,2,0,90,30.833333333333332
det,clt,31,315,106,4-3,False,11,29,1,23,13:02,Sunday,retractable roof (closed),fieldturf,,,,,32,31,5,31,1.0,5,0,0,95,32.68333333333333
gnb,jax,20,229,94,4-3,False,21,28,24,12,13:04,Sunday,outdoors,grass,67,60,,0,7,27,15,18,5.0,2,1,0,89,27.95
htx,oti,12,181,100,4-3,False,23,30,3,20,13:05,Sunday,retractable roof (open),grass,,,,,25,30,27,7,3.0,3,1,0,89,23.633333333333333
clt,det,21,233,90,4-3,False,22,21,32,31,13:02,Sunday,retractable roof (closed),fieldturf,,,,,12,18,24,30,1.0,5,0,0,95,27.316666666666666
jax,gnb,16,254,84,4-3,False,14,9,14,19,13:04,Sunday,outdoors,grass,67,60,,0,29,9,8,17,5.0,2,1,0,89,32.05
kan,sdg,22,326,68,4-3,False,32,26,17,15,13:00,Sunday,outdoors,grass,36,65,,24,28,26,7,20,3.0,5,2,0,100,27.85
sdg,kan,21,175,102,3-4,False,20,25,21,28,13:00,Sunday,outdoors,grass,36,65,,24,20,20,20,16,3.0,5,2,0,100,32.15
ram,sea,23,208,125,4-3,False,16,32,22,27,13:00,Sunday,dome,fieldturf,,,,,27,32,29,19,4.0,4,0,1,96,26.033333333333335
mia,sfo,9,206,112,3-4,False,13,13,31,8,13:03,Sunday,outdoors,grass,77,54,,0,15,19,13,27,6.0,0,0,0,89,38.21666666666667
min,crd,14,273,43,4-3,False,2,4,8,30,16:05,Sunday,retractable roof (open),grass,,,,,5,4,2,32,7.0,3,1,0,99,25.433333333333334
nwe,rai,26,218,116,3-4,False,17,16,30,25,16:15,Sunday,outdoors,grass,44,83,,0,24,11,32,10,5.0,2,2,0,92,29.316666666666666
nor,chi,27,171,55,4-3,False,25,22,11,24,20:14,Thursday,outdoors,grass,28,60,,18,23,22,21,24,2.0,0,4,0,98,26.233333333333334
nyg,dal,20,221,100,4-3,False,8,3,13,18,20:24,Sunday,outdoors,fieldturf,71,57,,0,10,12,9,21,12.0,3,2,0,71,29.466666666666665
nyj,buf,27,119,187,3-4,False,12,10,25,14,13:02,Sunday,outdoors,fieldturf,40,47,,30,18,7,22,14,3.0,2,5,1,100,35.483333333333334
rai,nwe,49,210,277,4-3,False,6,27,26,3,16:15,Sunday,outdoors,grass,44,83,,0,13,28,12,6,5.0,2,2,0,92,30.683333333333334
phi,cle,10,139,57,4-3,False,4,5,7,22,20:40,Monday,outdoors,grass,58,83,,0,3,3,31,26,4.0,0,5,2,85,22.083333333333332
pit,rav,9,90,112,3-4,False,3,7,20,16,16:15,Sunday,outdoors,sportturf,45,53,14,,1,2,28,4,5.0,3,2,0,98,28.366666666666667
sfo,mia,14,150,98,3-4,False,26,11,12,11,13:03,Sunday,outdoors,grass,77,54,,0,21,16,10,11,6.0,0,0,0,89,21.783333333333335
sea,ram,20,211,131,4-3,False,18,18,23,29,13:00,Sunday,dome,fieldturf,,,,,30,17,26,25,4.0,4,0,1,96,33.96666666666667
tam,atl,13,198,175,4-3,False,7,15,5,9,13:03,Sunday,dome,fieldturf,,,,,6,15,14,2,5.0,3,3,0,112,36.166666666666664
oti,htx,13,268,107,4-3,False,9,6,16,10,13:05,Sunday,retractable roof (open),grass,,,,,4,6,4,13,3.0,3,1,0,89,36.36666666666667
was,cin,20,204,106,4-3,False,29,20,27,32,13:03,Sunday,outdoors,fieldturf,49,40,15,,14,10,30,29,2.0,2,0,0,65,31.133333333333333
